鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
北屯區,房地(土地+建物)+車位,松義街１６３號七樓,18.87,都市：其他:第二種住宅區,,,1100518,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810903,114.99000000000001,3,2,2,有,有,6750000,58701,坡道機械,10.65,0,,RPWQMLRKOHGGFBB58DA,81.1,0.0,7.12,有,
北區,房地(土地+建物),進化北路３１７號９樓之１８,5.37,都市：其他:第一種商業區,,,1100508,土地2建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.09,1,1,1,有,有,5100000,74901,,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPTOMLQKOHGGFBB97DA,38.66,0.0,9.9,有,
北屯區,房地(土地+建物)+車位,祥順路一段４３１號十樓之２,23.65,都市：其他:第三種住宅區。,,,1100514,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061123,185.55,4,2,2,有,有,14060000,75775,坡道平面,20.63,0,,RPQRMLPKOHGGFBB87DA,94.12,3.86,14.15,有,0138
北屯區,房地(土地+建物),光西巷４７號,378.17,都市：其他:特二種住宅區,,,1100125,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0811127,631.64,6,5,8,有,有,22000000,34830,,0.0,0,其他增建；,RPRRMLPKOHGGFBB97DA,445.29,40.16,15.53,無,
北屯區,土地,建安段316地號,44.85,,,,1100527,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2134687,47596,,0.0,0,包含公共設施保留地用地；,RPQQMLPKOHGGFBB77DA,0.0,0.0,0.0,無,0139
北屯區,房地(土地+建物)+車位,大連路二段２１５之７號,22.88,都市：其他:第三種住宅區。,,,1100517,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800328,215.24,4,2,2,有,有,11680000,54265,坡道平面,0.0,0,,RPTQMLPKOHGGFBB08DA,152.91,2.61,10.86,有,
北區,土地,文正段33-23地號,15.0,,,,1100526,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1144500,76300,,0.0,0,包含公共設施保留地用地；,RPUQMLPKOHGGFBB18DA,0.0,0.0,0.0,無,0140
北屯區,房地(土地+建物)+車位,景賢路１６１號十二樓,28.23,都市：其他:第三種住宅區。,,,1100512,土地1建物1車位2,十二層,十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041020,269.53,4,2,2,有,有,19500000,72348,坡道平面,50.56,0,,RPOPMLPKOHGGFBB47DA,128.16,5.08,15.51,有,
北屯區,房地(土地+建物)+車位,天津路三段１１１號九樓之１,11.9,都市：其他:第二種住宅區,,,1070123,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100109,72.0,1,1,1,有,有,6120000,85000,坡道機械,0.0,0,預售屋、或土地及建物分次登記案件；,RPPOMLPKOHGGFBB47DA,21.82,0.0,3.58,有,
北屯區,房地(土地+建物)+車位,天津路三段１１１號九樓之３,9.52,都市：其他:第二種住宅區,,,1070117,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100109,62.31,1,1,1,有,有,4760000,76392,坡道機械,0.0,0,預售屋、或土地及建物分次登記案件；,RPQOMLPKOHGGFBB57DA,21.07,0.0,0.0,有,
