鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中壢區,土地,三座屋段三座屋小段624-3地號,54.5,都市：其他:道路用地,,,1100316,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1420000,26055,,0.0,0,包含公共設施保留地用地；,RPWOMLKKOHGGFBH28DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物),龍岡路三段１９號六樓,18.3,都市：其他:住宅區,,,1100531,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870612,123.37,3,2,2,有,有,4800000,38907,,0.0,0,其他增建；,RPQQMLKKOHGGFBH87DA,71.48,0.0,10.39,有,0022
中壢區,房地(土地+建物)+車位,南園二路２７３號八樓,28.48,都市：其他:住宅區,,,1100429,土地4建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1010827,177.11,3,2,2,有,有,11336000,64005,坡道平面,27.92,0,,RPUNMLLKOHGGFBH08DA,92.12,1.44,10.45,有,0023
觀音區,土地,三座屋段橫圳頂小段863地號,3402.0,,特定農業區,農牧用地,1100502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18530000,5447,,0.0,0,,RPTQMLLKOHGGFBH28DA,0.0,0.0,0.0,無,
中壢區,土地,雙嶺段1463-1地號,197.61,都市：其他:住宅區,,,1100609,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19000000,96149,,0.0,0,,RPPNMLMKOHGGFBH67DA,0.0,0.0,0.0,無,0024
中壢區,房地(土地+建物),實踐路２２５號三樓之６８,4.32,都市：其他:住宅區,,,1100606,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930410,29.02,1,0,1,有,有,1850000,63749,,0.0,0,,RPRNMLNKOHGGFBH97DA,15.84,0.62,3.1,有,0025
中壢區,房地(土地+建物)+車位,松仁路１６９號十一樓,20.21,都市：其他:住宅區,,,1100513,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050219,138.58999999999997,3,2,1,有,有,7550000,54477,坡道平面,30.98,0,,RPWNMLPKOHGGFBH68DA,62.61,1.8,8.69,有,0026
中壢區,房地(土地+建物),芝芭里１７１號,369.32,,特定農業區,甲種建築用地,1100526,土地1建物1車位0,全,一層,透天厝,住家用,土造,,52.17,3,1,2,有,無,33281600,637945,,0.0,0,,RPPOMLPKOHGGFBH08DA,52.17,0.0,0.0,無,0027
中壢區,土地,老街溪段2236地號,2.09,都市：其他:道路用地,,,1100609,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,47847,,0.0,0,包含公共設施保留地用地；,RPWPMLPKOHGGFBH88DA,0.0,0.0,0.0,無,0028
中壢區,房地(土地+建物)+車位,普義路２１７巷１５號五樓,19.0,都市：其他:住宅區,,,1100508,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930924,127.94999999999999,3,2,2,有,有,7580000,59242,坡道平面,7.13,0,,RPPQMLPKOHGGFBH28DA,74.11,1.28,3.19,有,
